time,fea,fea,fea,fea,fea,fea,fea,fea,fea,fea,fea,fea,fea,fea,y
1382307169,0,1,1,1,0,13,4,1402,48,29.148565,181,876,1.034307,709,0
1382311095,0,1,1,1,0,1,9,714,49,17.899769,80,877,1.055867,710,0
1382319994,0,1,1,1,0,217,42,2300,52,0.078657,56,1916,13.713361,250,0
1382326001,0,1,2,2,1,4,0,479.5,41,0.510324,287,230.5,2.469654,231,0
1382368379,1,1,1,1,0,4,4,377,53,0.002789,53,415,359.506224,376,1
1382368449,0,1,2,2,1,12,12,481.5,41,0.491296,289,232.5,2.526574,233,0
1382373855,0,1,1,1,0,11,0,1850,48,0.019896,240,42,51.26178,38,0
1382388561,0,1,1,1,0,18,4,112,48,1.847118,82,556,1.541384,490,0
1382394944,0,1,1,1,0,7,2,126,48,0.073877,83,557,14.535955,491,0
1382395792,1,1,1,3,1.367138,85,15,301,58,1.722133,63,1284,1.195179,1092,1
1382395798,0,1,2,4,0.523963,74,96,699.5,59,0.187541,333,1405.5,3.466637,1242,1
1382401996,0,1,1,1,0,7,11,1612,53,0.974086,237,185,2.026604,147,1
1382454775,0,1,2,2,1,12,4,481.5,41,0.999144,291,234.5,1.750643,235,0
1382456896,0,1,2,2,0.122292,0,60,709.5,52,32.28235,81,661.5,686.72203,410,0
1382460033,0,1,1,1,0,2,0,747,52,0.010498,54,666,96.259096,413,0
1382460734,0,1,1,1,0,7,5,1977,53,1.801354,59,31,1.555138,7,0
1382460860,0,1,1,1,0,2,3,1347,52,0.008414,83,669,119.844567,415,0
1382464109,0,1,1,1,0,1,1,1255,53,1.840417,69,32,1.543355,21,0
1382465127,1,1,1,1,0,1,1,1,52,0.957639,185,4632,2.044235,1947,0
1382465379,0,1,2,2,0.543564,8,0,629.5,52,16.681707,240,173.5,1.031216,137,0
1382465717,0,1,1,1,0,6,6,174,38,79.832905,18,879,1.012526,1,0
1382465819,1,1,1,1,0,1,1,23,35,71.760926,2,0,0,0,0
1382466533,1,1,1,1,0,1,1,197,59,0.128646,3,60,8.773279,16,1
1382470670,0,1,1,1,0,138,6,1346,52,0.113542,84,670,9.807339,416,0
1382481410,0,1,2,2,0.987693,51,18,995,52,40.540729,183,99.5,3.700946,99,0
1382481593,0,1,1,1,0,1,1,488,52,4.176019,25,1257,1.239463,1115,0
1382481849,0,1,1,1,0,6,0,973,59,0.046516,94,1016,22.497885,834,1
1382482613,0,1,1,1,0,1,1,488,52,0.011806,26,1258,85.705882,1116,0
1382484982,1,1,2,3,1.584963,3,3,129.333333,52,14.038866,3,4645,1.04353,1960,0
1382487314,0,1,1,1,0,20,20,231,48,23.176343,37,101,1.043147,100,0
1382498778,0,1,2,2,1,0,4,485.5,41,0.509294,293,236.5,2.472627,237,0
1382532530,0,1,1,1,0,19,10,467,51,15.242454,13,9,1.065606,9,0
1382535513,0,2,5,8,2.622317,72,72,624.125,59,2.199988,557,273.5,1.120144,18,1
1382540385,1,1,1,2,0.522559,10,7,978.5,48,1.506059,247,44.5,1.635572,41,0
1382545349,0,1,1,1,0,17,0,448,48,24.58294,15,46,1.040679,4,0
1382548226,0,1,1,1,0,1,1,1193,52,0.773333,175,61,2.293103,61,0
1382549024,0,1,2,2,0.591673,36,6,475,48,22.148883,47,880.5,1.051773,713,0
1382550505,0,1,1,2,0.377646,30,11,660.5,52,3.363368,191,62.5,1.148953,63,0
1382550759,0,1,1,1,0,1,2,1211,52,0.00294,177,64,341.15748,64,0
1382551725,0,1,1,1,0,9,2,1210,52,0.011181,178,65,90.440994,65,0
1382551817,1,1,1,1,0,2,2,376,53,2.14353,55,417,1.46652,378,1
1382551848,0,1,3,5,2.104973,27,11,262.8,59,1.213174,364,48,6.832485,50,1
1382589392,0,1,1,1,0,6,2,1607,52,4.281123,228,47,1.233584,42,0
1382593224,0,1,1,1,0,11,1,1611,52,0.044352,229,48,23.546973,43,0
1382595644,0,1,3,3,1.308356,48,39,494.666667,48,45.921165,213,559,1.017855,494,0
1382600085,0,1,3,4,1.169153,65,12,339.25,60,27.947786,352,1300.5,1.054224,1107,1
1382627006,0,1,1,1,0,6,11,1621,52,0.390995,230,49,3.557575,44,0
1382637382,0,1,1,1,0,8,4,491,51,5.247905,81,92,1.190552,75,0
1382645345,1,1,1,1,0,1,1,887,48,0.003102,151,883,323.38806,715,0
1382652903,0,1,1,1,0,21,1,477,60,0.131354,52,28,8.613006,20,1
1382652906,1,1,1,1,0,4,4,469,51,0.895671,45,564,2.116481,498,1
1382656089,0,2,8,10,2.963657,144,111,934,57,11.737016,946,1358.5,1.04397,134,1
1382659573,0,1,4,5,1.675491,60,38,524.2,53,2.41825,308,1281,1.092467,1139,1
1382683705,0,1,1,1,0,4,4,1221,52,20.274005,272,562,1.049324,496,0
1382684522,0,1,1,1,0,2,2,469,51,0.983542,44,563,2.016734,497,0
1382691012,0,1,1,1,0,1,1,1872,48,1.743368,243,13,1.573602,13,0
1382708255,0,1,1,1,0,0,3,1616,52,0.940382,231,50,2.063398,45,0
1382711239,0,2,2,3,1.435521,8,10,88,48,10.053785,116,1928,1.060834,1625,1
1382714097,0,1,2,2,1,20,20,483.5,41,2.492118,295,238.5,1.300949,239,0
1382715021,0,1,1,1,0,1,1,467,48,1.079907,64,3,1.926005,3,0
1382715222,0,1,1,1,0,0,1,467,48,0.002326,65,4,430.850746,4,0
1382725666,1,1,1,1,0,5,9,2485,52,2.573981,68,677,1.388503,241,0
1382740857,0,1,2,2,0.764205,4,5,662,52,2.688715,247,175.5,1.2498,139,0
1382746759,0,1,2,2,1,2,2,535,52,21.003796,299,1191.5,1.035708,1005,0
1382749187,0,1,2,3,1.383808,13,6,634.333333,52,40.02907,282,885,1.081118,718,0
1382750772,1,2,3,4,1.670889,268,47,1329.5,52,4.622995,219,1918.5,3.042722,252,0
1382751115,1,1,1,1,0,20,8,1216,52,0.118727,180,1193,9.422694,1006,0
1382751832,1,1,1,1,0,1,1,1228,52,0.008299,181,1194,121.502092,1007,0
1382755567,0,1,1,1,0,13,0,1566,52,0.055498,91,682,19.01877,424,0
1382755788,1,1,1,1,0,1,1,1,52,3.364132,186,887,1.297254,719,0
1382755828,0,2,5,5,1.76931,93,42,740.2,53,2.201442,429,1963,1.21603,261,1
1382755828,1,1,2,3,1.324609,36,9,1002,60,0.087257,510,67,7.421752,51,1
1382755828,0,1,1,1,0,2,0,917,60,0.007303,176,69,137.925515,52,1
1382758005,0,1,2,2,1,2,2,483.5,41,0.508194,297,240.5,2.475813,241,0
1382792028,0,1,1,1,0,10,5,1579,52,0.422002,92,683,3.369655,425,0
1382797962,1,2,2,2,0.973835,67,12,2115,52,0.05522,166,686.5,14.582058,244,0
1382800325,0,1,2,2,1,2,2,483.5,41,0.489815,299,242.5,2.531191,243,0
1382804003,1,1,1,1,0,30,16,919,60,0.132477,177,72,8.548489,55,1
1382804007,0,1,1,1,0,10,7,933,60,0.160347,178,18,7.236466,14,1
1382808671,0,2,2,2,0.800392,13,24,478,49,20.339491,22,177.5,1.036181,8,0
1382808694,0,1,1,1,0,1,1,332,52,0.688738,62,888,2.45193,720,0
1382809818,0,1,2,3,1.524317,16,3,999.666667,48,4.730336,404,4648,1.367568,1963,0
1382809846,0,1,2,3,1.260772,8,9,636.666667,52,0.472492,286,890,1.947338,723,0
1382813271,1,1,1,1,0,6,6,1022,52,17.838507,68,892,1.056059,159,0
1382813284,0,1,1,1,0,35,21,456,51,18.491921,14,12,1.054078,9,0
1382813510,1,1,1,1,0,4,4,476,51,3.252083,14,4650,1.307495,1964,0
1382814348,1,1,1,1,0,16,14,936,60,0.39728,179,19,3.517116,15,1
1382814516,0,1,1,1,0,1,1,1,52,0.679722,187,688,2.471189,428,0
1382824034,0,1,1,1,0,7,7,184,36,125.15272,10,1,1.00799,0,0
1382827521,0,1,1,1,0,5,0,948,60,0.737072,125,487,2.35672,440,1
1382830687,1,1,6,11,1.629793,411,411,254.727273,52,13.525001,969,1200,1.02176,1018,0
1382831721,0,1,1,1,0,2,2,477,52,0.011968,241,179,84.558994,141,0
1382841527,1,1,1,1,0,32,32,1309,52,0.003241,187,4656,309.571429,1968,0
1382844500,1,1,1,1,0,1,1,1330,52,0.003206,189,4658,312.913357,1970,0
1382853663,0,1,1,1,0,9,8,221,39,34.074792,38,1206,1.029347,1019,0
1382883857,1,1,1,1,0,0,1,1634,52,0.763333,96,692,2.310044,431,0
1382886649,0,1,1,1,0,23,3,1633,52,0.032315,97,693,31.945559,432,0
1382897796,0,1,2,2,0.976021,12,10,824.5,52,0.635677,222,4659.5,2.157221,1972,0
1382898280,0,1,1,1,0,4,4,1333,52,0.005602,191,4661,179.512397,1973,0
1382901124,1,1,1,1,0,0,18,1676,52,0.049063,99,696,21.382166,434,0
1382905592,0,2,2,2,0.827374,89,7,670.5,52,1.403397,62,1921.5,1.670801,253,0
1382906227,0,1,1,1,0,1,8,1228,52,1.786979,182,102,1.559604,101,0
1382906842,1,1,1,1,0,0,13,1221,52,0.007118,183,103,141.487805,102,0
1382906896,0,1,1,2,0.240473,101,101,1214.5,52,0.441337,458,104.5,2.133323,104,0
1382908209,0,1,1,1,0,1,1,302,52,1.138461,40,4662,1.878379,1974,0
1382910847,0,1,1,1,0,1,1,302,52,0.030532,41,4663,33.752085,1975,0
1382911072,0,1,1,1,0,1,1,302,52,0.002604,42,4664,385,1976,0
1382931982,1,1,1,1,0,16,16,1208,52,0.290347,185,66,4.444152,66,0
1382933500,0,1,1,1,0,16,16,150,48,12.284699,44,67,1.081402,67,0
1382940827,0,1,1,1,0,1,1,1208,52,0.102373,186,68,10.768231,68,0
1382941115,1,2,2,2,0.726163,176,12,309,52,29.124358,16,1207.5,1.063891,178,0
1382964417,0,1,1,2,1,2,2,1,49,20.557899,39,697.5,1.044286,436,0
1382979417,0,1,1,1,0,4,9,1639,52,0.079826,102,706,13.527186,441,0
1382980869,0,1,1,1,0,37,23,143,36,146.69588,2,0,0,0,0
1382989823,1,1,1,1,0,3,5,948,60,0.615637,183,73,2.624335,56,1
1383012261,0,1,1,1,0,7,3,1634,52,0.380139,103,707,3.630617,442,0
1383017382,0,1,2,2,0.918296,2,1,1007,52,20.473241,288,51.5,1.151959,47,0
1383035928,0,1,1,1,0,16,1,157,36,0.637257,3,1,2.569226,1,0
1383046360,0,1,1,1,0,1,1,469,32,8.93213,1,4,1.111955,4,0
1383050540,0,1,1,1,0,110,110,469,32,0.04838,2,5,21.669856,5,0
1383054625,0,1,1,1,0,128,128,469,32,0.04728,3,6,22.150551,6,0
1383057764,0,1,1,1,0,6,2,1638,52,0.526655,104,708,2.898776,443,0
1383064376,0,2,2,2,1,4,4,47,48,16.015266,70,4665.5,1.04683,1977,0
1383067010,0,1,1,1,0,8,8,172,36,0.359745,4,2,3.779744,2,0
1383068574,1,1,1,1,0,4,2,625,52,0.715405,62,3,2.397809,3,0
1383072506,0,1,1,1,0,32,0,0,1,0,0,17,0,11,0
1383072866,0,1,1,1,0,2,0,830,52,6.845556,10,106,1.14608,105,0
1383073705,0,1,1,1,0,1,1,1,52,2.999873,188,448,1.333347,404,0
1383078047,0,1,1,1,0,4,9,1234,52,0.825046,276,4,2.212053,4,0
1383088377,0,1,2,2,0.881291,9,11,560,59,0.144988,198,14.5,6.172827,12,1
1383092751,0,1,1,1,0,20,12,1642,52,0.404942,105,1923,3.469489,1587,0
1383095018,0,1,1,1,0,6,1,4636,48,24.072743,10,1,1.041541,1,0
1383104119,0,1,2,2,1,4,4,483.5,41,3.516134,301,244.5,1.213302,245,0
1383105557,0,2,2,2,0.940468,264,69,503.5,48,21.392396,14,1924.5,1.035059,254,0
1383107715,1,1,1,1,0,44,19,1650,52,0.173194,106,1926,6.773857,1589,0
1383116733,0,1,1,1,0,1,1,222,39,3.044792,39,0,0,0,0
1383117358,0,1,1,1,0,8,0,222,39,0.007234,40,1,139.24,1,0
1383162281,0,1,1,1,0,38,56,652,53,5.375938,77,33,1.186014,33,1
1383162287,0,1,1,1,0,2,2,626,53,12.387118,79,2054,1.080729,1688,1
1383165697,0,1,1,1,0,170,167,2729,52,12.602187,44,894,1.079351,160,0
1383173644,0,1,1,1,0,1,1,495,51,6.206736,82,0,0,0,0
1383187235,0,2,2,2,0.764205,8,1,142,39,22.060637,54,0.5,0.511332,0,1
1383292377,0,1,1,1,0,3,0,41,34,166.207616,19,2,1.006017,0,0
1383352077,0,1,1,1,0,1,1,495,51,2.065197,83,1,1.484215,1,0
1383405092,0,1,2,2,1,4,4,483.5,41,3.483484,303,246.5,1.215302,247,0
1383406038,0,2,3,6,1.9034,1172,1119,769.166667,52,4.511987,216,711.5,0.949743,252,0
1383410206,0,1,1,1,0,1,1,150,48,5.517431,45,107,1.181244,106,0
1383412139,0,1,1,2,0.811278,6,2,140.5,48,5.897731,130,108.5,1.084859,108,0
1383421305,1,1,1,1,0,1,1,306,52,0.001447,44,1261,692.2,1119,0
1383425000,0,1,1,1,0,11,19,2732,52,3.001192,45,897,1.333201,161,0
1383431446,1,1,1,2,0.391244,7,6,142.5,32,23.28331,48,4667.5,1.048081,1979,0
1383431634,0,1,1,1,0,2,2,668,48,1.195579,31,898,1.836415,727,0
1383435760,0,1,4,5,0.635398,137,109,547,52,30.849963,647,71,1.007807,73,0
1383437520,0,1,1,1,0,5,3,663,52,0.364375,108,1927,3.744425,1590,0
1383438346,0,1,1,1,0,19,16,665,52,0.00956,109,1928,105.600484,1591,0
1383439318,0,1,1,1,0,20,9,668,52,0.01125,110,1929,89.888889,1592,0
1383442419,1,2,2,2,1,2,2,794,52,15.500428,168,569.5,1.049032,60,0
1383449163,0,1,2,2,1,2,2,483.5,41,0.510081,305,248.5,2.470355,249,0
1383450005,0,1,1,1,0,1,1,1,38,70.399005,4,102,1.014205,101,0
1383458171,1,1,1,1,0,2,2,230,39,3.944595,41,3,1.253511,2,0
1383487658,0,2,2,6,1.398457,641,641,768.833333,52,0.723032,193,717.5,1.276155,254,0
1383488753,0,1,1,1,0,1,5,679,52,0.012674,112,721,79.90411,451,0
1383490936,0,1,1,2,0.353359,54,36,558,52,0.031603,115,722.5,28.69992,453,0
1383493553,0,1,1,1,0,1,2,230,39,0.409514,42,4,3.44192,3,0
1383495706,1,1,1,1,0,3,2,1256,53,10.678461,71,449,1.093646,405,0
1383498236,0,1,1,2,0.988284,26,29,1063,49,20.047135,110,450.5,1.041822,407,0
1383503843,0,1,1,1,0,6,10,675,52,0.149387,114,1930,7.694042,1593,0
1383508104,0,1,1,1,0,150,23,671,52,0.049317,115,1931,21.27693,1594,0
1383514508,0,1,1,1,0,3,3,1613,52,5.753773,233,1932,1.173799,1595,0
1383517077,0,1,1,1,0,18,7,798,52,0.103854,116,1933,10.628887,1596,0
1383518791,0,2,2,3,1.312744,12,9,618.333333,52,33.169873,70,1935,1.014922,255,0
1383523303,0,1,1,1,0,31,7,730,47,69.155394,97,899,1.01446,728,0
1383526000,0,2,2,2,0.938315,22,9,622,47,45.089028,118,900.5,17.023342,162,0
1383532352,0,1,1,1,0,2,2,625,52,0.46228,2,726,3.163191,456,0
1383534222,1,1,1,1,0,6,2,101,52,0.538935,2,727,2.855511,255,0
1383548719,0,1,1,1,0,2,1,137,47,45.48588,6,452,1.021985,408,0
1383577938,0,1,2,2,1,2,2,483.5,41,1.490451,307,250.5,1.503203,251,0
1383581449,0,1,1,1,0,2,2,138,47,0.378819,7,453,3.63978,409,0
1383581996,1,1,1,1,0,10,7,626,53,7.210243,81,2100,1.138692,1724,1
1383583717,0,1,1,1,0,4,0,1333,52,1.881215,193,728,1.531571,457,0
1383597676,0,1,1,1,0,36,37,668,48,1.921782,32,902,1.52035,730,0
1383606073,0,1,1,1,0,1,3,667,48,0.062222,34,904,17.071429,732,0
1383607194,0,1,1,2,0.721928,27,3,703.5,52,2.120885,325,4669.5,1.369867,1981,0
1383609475,0,1,1,1,0,7,3,1273,52,0.0264,279,110,38.878124,109,0
1383609547,0,1,1,1,0,1,1,1277,52,0.000833,280,111,1201,110,0
1383610735,1,1,1,2,1,2,2,564,52,0.054479,132,182.5,14.76673,145,0
1383612155,0,1,1,1,0,2,0,809,52,1.10044,117,1937,1.908728,1599,0
1383612949,1,1,3,3,1.342019,16,6,634,52,12.500073,268,587,1.061121,521,0
1383619300,1,1,1,1,0,3,4,442,48,2.12765,45,589,1.470002,522,0
1383621089,0,1,1,1,0,102,0,0,1,0,0,74,0,74,0
1383621150,0,1,1,1,0,0,66,66,38,139.397465,6,75,1.007174,75,0
1383621270,0,1,1,1,0,1,1,191,48,49.883727,182,76,1.020047,76,0
1383621463,0,1,1,1,0,3,3,102,1,0.004329,1,77,232.016043,77,0
1383621575,0,1,1,1,0,0,28,1277,52,0.139213,281,78,8.183239,78,0
1383622103,0,1,2,2,1,8,8,483.5,41,0.511169,309,252.5,2.467225,253,0
1383622665,1,1,2,2,0.991076,4,5,128,48,25.740758,195,79.5,31.977454,80,0
1383622713,0,1,1,1,0,1,1,102,1,0.014468,2,81,70.12,81,0
1383623711,0,1,1,1,0,0,2,102,1,0.011551,3,82,87.573146,82,0
1383625946,1,1,1,1,0,8,9,100,1,0.025868,4,83,39.657718,83,0
1383660558,0,1,1,1,0,8,8,670,48,0.543553,36,906,2.839746,734,0
1383660867,0,1,1,1,0,2,10,625,52,1.487442,3,729,1.672295,458,0
1383661601,0,1,1,2,0.918296,9,9,644,52,1.265255,122,730.5,2.071269,460,0
1383663342,0,1,1,1,0,73,19,477,52,0.02015,5,732,50.626651,461,0
1383663685,0,1,1,1,0,14,0,617,52,0.032616,4,733,31.660043,462,0
1383664358,0,1,2,2,1,10,0,483.5,41,0.489063,311,254.5,2.533546,255,0
1383666192,1,1,1,1,0,1,1,1,52,6.857488,189,454,1.145826,410,0
1383674393,0,1,1,2,0.205593,0,31,31,32,16.20103,2,7.5,1.046293,8,0
1383675801,1,2,2,2,0.979869,6,6,583.5,52,44.24816,84,907.5,1.011992,163,0
1383677105,0,1,1,1,0,12,13,531,52,0.159294,6,1938,7.277701,1600,0
1383677785,0,1,1,1,0,1,1,31,32,0.039259,2,9,26.471698,9,0
1383677939,0,1,1,1,0,2,2,469,32,7.214282,4,10,1.138614,10,0
1383686190,0,1,1,1,0,11,9,278,52,8.623553,7,4671,1.115961,588,0
1383687463,1,1,2,3,1.584963,3,3,1,52,5.661123,231,113,1.079374,113,0
1383688328,0,1,1,1,0,4,0,280,52,0.024745,8,4672,41.4116,589,0
1383691518,0,1,1,1,0,19,0,505,60,6.682558,25,13,1.149643,13,1
1383693412,0,1,2,2,0.351676,94,57,567,48,33.110127,96,1939.5,1.018614,1602,0
1383693520,0,1,1,2,0.996792,8,7,144.5,52,2.127934,133,115.5,1.271013,115,0
1383693827,0,1,1,1,0,1,1,158,52,0.003553,49,117,282.433225,116,0
1383693915,0,1,1,1,0,1,1,132,52,0.004572,86,118,219.734177,117,0
1383698962,0,1,1,1,0,2,1,1267,52,2.085313,41,909,1.479544,164,0
1383699479,0,1,1,1,0,7,7,875,52,3.052303,110,590,1.327621,523,0
1383708424,0,1,2,2,1,40,24,488.5,41,0.510023,313,256.5,2.470521,257,0
1383708769,0,1,1,1,0,4,0,1613,52,2.248391,234,53,1.444762,48,0
1383720074,1,2,4,5,1.528379,36,36,54.6,48,64.681384,200,372,1.274006,26,0
1383756382,1,1,1,1,0,14,36,661,53,11.732662,16,455,1.085232,411,0
1383762975,0,1,1,1,0,8,3,630,53,0.009456,86,87,106.752754,76,1
1383767932,0,1,1,1,0,84,82,169,52,1.002106,86,54,1.997898,49,0
1383771046,1,1,1,1,0,3,3,2147,59,6.699225,80,1932,1.149271,1627,1
1383771048,1,1,1,2,0.996792,8,7,1820.5,57,0.5636,188,1260.5,1.896526,1070,1
1383774956,1,2,6,11,2.474868,114,260,849.727273,59,10.810799,1204,11,1.234544,5,1
1383774956,0,1,1,2,0.887976,30,6,555,60,0.533374,172,1028.5,12.810274,847,1
1383780461,0,1,1,1,0,8,8,202,63,0.02794,19,84,36.791218,67,1
1383783100,0,1,1,1,0,8,0,323,52,1.177662,36,910,1.84914,736,0
1383784534,0,1,1,1,0,22,2,495,51,5.005289,84,2,1.199789,2,0
1383842237,1,1,1,1,0,1,1,292,52,1.035336,28,377,1.96587,346,0
1383847180,0,1,1,2,0.087281,71,20,163.5,62,9.431736,31,361.5,1.130934,295,1
1383848536,0,1,1,1,0,1,1,515,51,0.740764,85,3,2.349958,3,0
1383852430,1,1,1,1,0,1,1,635,53,0.100463,87,88,10.953917,77,1
1383859586,0,1,1,1,0,1,1,482,52,2.062917,245,4,1.484751,4,0
1383862022,1,2,2,2,0.064661,101,30,509,60,7.38342,479,286.5,1.212254,20,1
1383862023,0,1,1,2,0.087281,180,2,349,60,3.914103,7,1324.5,1.191549,188,1
1383862025,0,1,2,2,0.294615,57,20,1172.5,58,0.768137,301,255.5,1.911496,211,1
1383862025,0,1,1,1,0,1,1,111,62,0.019294,16,1480,52.829634,1294,1
1383862025,0,1,1,1,0,148,0,668,62,4.974525,9,368,1.201024,39,1
1383862026,0,1,3,3,0.73392,55,36,757.333333,62,2.0625,322,346,1.296296,281,1
1383862026,0,1,1,1,0,25,13,164,62,0.774398,18,348,2.291325,282,1
1383862027,0,1,1,6,2.265927,109,19,228.333333,59,1.269387,108,1423.5,1.261981,1261,1
1383862027,0,1,1,1,0,23,6,420,60,1.14044,16,339,1.876855,274,1
1383862027,0,1,4,5,1.797653,15,15,991.4,62,1.019343,655,1483,10.867412,1299,1
1383862028,0,1,5,8,0.434356,67,861,189.375,60,403.459414,120,1451.5,1.051689,159,1
1383862028,0,1,1,1,0,4,2,805,63,0.013067,60,379,77.527901,309,1
1383862029,1,2,4,5,1.403083,57,21,780,58,2.969574,378,1289,1.11847,185,1
1383862029,0,1,3,4,1.759491,50,20,730.5,59,5.449201,303,1296.5,1.072319,1103,1
1383862030,0,1,1,2,0.979781,460,1,66.5,59,3.317639,2,1427.5,1.15071,145,1
1383909759,0,1,1,1,0,1,1,482,52,0.580706,246,5,2.722042,5,0
1383926793,0,1,1,1,0,1,1,128,45,86.603368,27,6,1.011547,6,0
1383926878,0,1,1,1,0,1,1,515,51,0.906736,86,7,2.102857,7,0
1383927083,0,1,1,1,0,1,1,486,52,1.356887,17,8,1.736981,8,0
1383927102,0,1,1,1,0,1,1,469,52,4.540509,47,9,1.22024,9,0
1383927145,0,1,1,1,0,1,1,462,51,30.155023,11,10,1.033162,10,0
1383927158,0,1,1,1,0,1,1,488,41,2.531644,186,11,1.395,11,0
1383927175,0,1,1,1,0,1,1,442,51,31.384178,13,12,1.031863,12,0
1383927271,0,1,1,1,0,1,1,300,52,4.542465,16,13,1.220145,13,0
1383927290,0,1,1,1,0,1,1,505,41,2.533171,129,14,1.394762,14,0
1383927325,0,1,1,1,0,1,1,344,52,4.54309,12,15,1.220114,15,0
1383927343,0,1,1,1,0,1,1,274,40,124.743727,7,16,1.008016,16,0
1383927455,0,1,1,1,0,1,1,295,52,4.544595,11,17,1.220042,17,0
1383927467,0,1,1,1,0,1,1,469,32,2.888056,5,18,1.346254,18,0
1383927497,0,1,1,1,0,1,1,470,52,4.545081,16,19,1.220018,19,0
1383927509,0,1,1,1,0,1,1,276,51,22.038275,11,20,1.045376,20,0
1383927525,0,1,1,1,0,1,1,346,52,4.545405,37,21,1.220002,21,0
1383940991,0,1,2,4,1.837485,12,9,769.25,60,1.780185,501,474.5,1.65933,431,1
1383940991,1,1,3,3,1.253433,24,8,1251.666667,60,0.812056,607,62,1.538983,46,1
1383940992,0,1,2,2,0.970951,3,2,1346.5,60,0.915613,444,64.5,1.819123,48,1
1383940994,0,1,1,1,0,9,10,112,60,1.180336,6,306,1.847217,245,1
1383940994,0,1,1,1,0,8,6,1035,60,0.097002,168,71,11.309032,54,1
1383940995,0,1,1,1,0,5,3,1037,60,0.076007,169,486,14.156693,439,1
1383940997,0,1,3,4,1.574977,33,18,982,60,1.521808,667,492.5,1.524149,447,1
1383945056,0,2,2,2,0.981589,47,22,1801.5,52,4.287344,199,1941.5,1.210716,256,0
1383947117,0,1,1,1,0,1,1,639,53,2.207581,17,456,1.452985,412,0
1383959929,0,1,1,1,0,18,7,1919,57,16.134178,261,2131,1.06198,1752,1
1383978789,0,1,1,1,0,2,2,486,52,0.598449,18,0,0,0,0
1384004998,0,1,1,1,0,0,225,2790,52,0.693773,81,734,2.441393,256,0
1384011976,0,2,2,2,0.998553,28,39,333.5,51,68.99912,94,93.5,1.007273,76,0
1384012491,0,1,1,1,0,335,105,254,40,62.970023,10,0,0,0,0
1384020451,0,1,2,2,0.998509,36,52,496.5,41,1.079016,317,258.5,1.69475,259,0
1384022154,0,1,1,1,0,42,35,838,52,0.892338,120,1943,2.120652,1604,0
1384022229,0,1,7,10,2.115304,186,46,544.9,52,8.71466,1207,4677.5,1.045865,1991,0
1384022508,0,1,1,1,0,1,1,1419,52,0.003229,195,4683,310.677419,1992,0
1384022588,0,1,1,1,0,0,1,188,52,0.004155,186,4684,241.668524,1993,0
1384026624,1,2,3,4,0.69008,239,138,1134.5,52,4.158854,157,736.5,1.066195,257,0
1384026942,0,1,2,2,0.721928,5,5,108.5,52,19.254572,25,119.5,1.097998,119,0
1384027461,0,1,1,1,0,3,0,1208,52,4.797593,188,121,1.208438,120,0
1384033323,0,1,1,1,0,4,4,497,41,0.148981,131,260,7.712244,260,0
1384037209,0,2,2,2,0.898938,68,5,1652,52,0.122512,89,1944.5,7.121871,257,0
1384037773,0,1,1,1,0,3,1,631,52,0.006528,7,1946,154.191489,1606,0
1384038209,1,1,1,1,0,5,0,844,49,6.249688,95,912,1.160008,738,0
1384040531,0,1,2,2,0.468996,5,5,422.5,52,9.475845,451,593.5,1.06209,525,0
1384049518,0,1,1,1,0,1,1,78,38,118.223704,7,1947,1.008459,1607,0
1384051132,0,1,1,1,0,47,8,346,52,1.430637,38,0,0,0,0
1384054018,0,1,1,1,0,5,5,497,41,0.239525,132,261,5.174921,261,0
1384068205,0,1,1,2,0.828056,22,70,254,33,0.695752,2,3.5,2.07797,4,0
1384068958,0,1,1,1,0,22,22,452,33,0.008715,2,5,115.741036,5,0
1384096305,0,1,1,1,0,2,2,480,41,0.87794,188,262,2.13903,262,0
1384104356,1,1,1,1,0,6,6,174,1,0.016157,1,17,62.891117,17,0
1384106327,0,1,1,1,0,16,20,1419,52,0.038449,197,4693,27.008429,1997,0
1384109091,0,1,2,2,0.210842,37,23,1331,52,0.518669,482,4694.5,17.111525,1999,0
1384109746,0,1,2,2,0.94566,10,12,250,52,5.792367,60,913.5,1.175414,740,0
1384109940,0,1,3,3,1.1688,10,16,324,52,25.172897,466,1263,1.47077,1122,0
1384112697,0,1,1,1,0,11,0,1398,47,60.967477,55,0,0,0,0
1384118449,1,1,3,3,1.5,4,4,251.333333,52,0.802022,72,4697,3.261257,2002,0
1384119690,0,1,2,2,0.448864,20,12,1655,52,7.641615,444,4699.5,5.108572,2004,0
1384119707,0,1,1,2,0.845351,9,2,704.5,52,0.068715,337,122.5,8.70753,122,0
1384123626,0,1,2,3,1.584963,3,3,1,52,5.048183,234,1275,1.121056,1132,0
1384123901,0,1,1,1,0,5,2,764,47,6.92015,99,915,1.144506,741,0
1384133058,0,1,1,1,0,1,1,385,52,0.948218,39,1,2.05461,1,0
1384140420,0,1,1,1,0,1,1,497,41,1.000023,133,263,1.999977,263,0
1384143385,0,1,1,1,0,9,4,171,52,4.345521,87,55,1.230122,50,0
1384161054,1,1,1,2,0.999249,53,9,230,33,1.070284,5,6.5,1.702659,7,0
1384186503,1,1,2,2,1,2,2,368,53,14.747818,21,1277.5,1.686781,1134,0
1384192623,0,1,1,1,0,2,2,1617,52,5.600162,235,916,1.178566,742,0
1384194903,0,1,1,1,0,1,1,480,41,1.141181,189,264,1.876286,264,0
